Id;NomeSerie;Url;Genero;Ano;Maturidade;Temporadas
81228009;Bunny Girl Senpai;https://www.netflix.com/br/title/81228009;Anime;2018;14;1 temporada
80114225;Erased;https://www.netflix.com/br/title/80114225;Anime;2016;16;1 temporada
80175350;SWORDGAI The Animation;https://www.netflix.com/br/title/80175350;Anime;2018;16;2 temporadas
80231373;Ultraman;https://www.netflix.com/br/title/80231373;Anime;2019;14;2 temporadas
80987707;Megalobox;https://www.netflix.com/br/title/80987707;Anime;2018;16;1 temporada
81050064;SPRIGGAN;https://www.netflix.com/br/title/81050064;Anime;2022;18;1 temporada
81261669;Gokushufudou: Tatsu Imortal;https://www.netflix.com/br/title/81261669;Anime;2021;12;1 temporada
80986797;Forest of Piano;https://www.netflix.com/br/title/80986797;Anime;2018;12;2 temporadas
81028791;Cells at Work!;https://www.netflix.com/br/title/81028791;Anime;2018;12;1 temporada
81364887;Heaven Official's Blessing;https://www.netflix.com/br/title/81364887;Anime;2020;14;1 temporada
81393636;Transformers: War for Cybertron: O Reino;https://www.netflix.com/br/title/81393636;Anime;2021;10;1 temporada
80997339;Sirius the Jaeger;https://www.netflix.com/br/title/80997339;Anime;2018;16;1 temporada
80183051;7SEEDS;https://www.netflix.com/br/title/80183051;Anime;2019;16;2 temporadas
80987064;RESIDENT EVIL: No Escuro Absoluto;https://www.netflix.com/br/title/80987064;Anime;2021;16;1 temporada
81393633;Transformers: War for Cybertron: O Nascer da Terra;https://www.netflix.com/br/title/81393633;Anime;2020;10;1 temporada
70213196;Gurren Lagann;https://www.netflix.com/br/title/70213196;Anime;2007;12;1 temporada
80057281;Stranger Things;https://www.netflix.com/br/title/80057281;Séries e filmes para jovens adultos;2016;16;4 temporadas
80217315;Sintonia;https://www.netflix.com/br/title/80217315;Séries e filmes para jovens adultos;2019;16;3 temporadas
70219484;Teen Wolf;https://www.netflix.com/br/title/70219484;Séries e filmes para jovens adultos;2011;16;6 temporadas
